title,address1,address2,city,state,zipcode,country,website,phone,tags,latitude,longitude
MIRABELLA FASHIONS,481 MAIN ST,,DUNEDIN,FL,34698,USA,,419-656-4583,,28.011986,-82.786148
MISS ETHIC,133 BOUL ST LUC,,SAINT LUC,QC,J2W 2G7,CANADA,,,,45.3694,-73.3137
MO JOE & ZOE ,50 S VIRGINIA ST SUITE 14,,RENO,NV,89501,USA,,619-922-6044,,39.524884,-119.811731
MOD MOUNTAIN BOUTIQUE,215 WILCOX ST ,,CASTLE ROCK,CO,80104,USA,,,,39.371386,-104.860211
MODE CACHÉ,275A BOUL SAINT JEAN,,POINTE-CLAIRE,QC,H9R 3J1,CANADA,,,,45.445306,-73.815752
MODE NICOLE  BEAULIEU 2014,982 RUE CHAMPFLOUR,,TROIS-RIVIERES,QC,G9A 1Z1,CANADA,,,,46.347125,-72.547897
MOMENTS BOUTIQUE,24 INGLIS PLACE,,TRURO,NS,B2N 4B4,CANADA,,,,45.364011,-63.276643
MONKEE'S OF CHAPEL HILL,108 MEADOWMONT VILLAGE CIR,,CHAPEL HILL,NC,27517,USA,,,,35.904727,-79.010068
MONKEE'S OF FAYETTEVILLE,322 GLENSFORD DR. ,SUITE #106,FAYETTEVILLE,NC,28314,USA,,,,35.064232,-78.963612
MONKEE'S OF MYRTLE BEACH,4822-A HIGHWAY 17 SOUTH,,NORTH MYRTLE BEACH,SC,29582,USA,,843-281-0296,,33.798307,-78.744011
MONKEE'S OF THE VILLAGE,217 REYNOLDA VILLAGE,,WINSTON-SALEM,NC,27106,USA,,336-722-4600,,36.127505,-80.286106
MONKEE'S OF WINTER PARK,444 W NEW ENGLAND AVE,SUITE: 115,WINTER PARK,FL,32789,USA,,,,28.595598,-81.355718
MONTANA RUSTIC ACCENTS,637 N 9TH ST ,STE 150,COLUMBUS,MT,59019,USA,,,,45.642568,-109.247575
MOONBEAM COUNTRY STORE,112 GOVERNMENT RD E,,KAPUSKASING,ON,P5N 1A7,CANADA,,,,49.4106,-82.408197
MORTON'S CEDARHURST,533 CENTRAL AVENUE,,CEDARHURST,NY,11516,USA,,516-978-1581,,40.62202,-73.72292
MOSELEY & HOLLARD MEN'S CLOTHING,1200 CAMELLIA BLVD ,#103,LAFAYETTE,LA,70508,USA,,337-993-3077,,30.172757,-92.040512
MOUAT'S CLOTHING CO.,106 FULFORD GANGES ROAD,,SALT SPRING ISLAND,BC,V8K 2S3,CANADA,,,,48.853122,-123.498889
MR MEERS,311 OAKWAY RD,,EUGENE,OR,97401,USA,,,,44.067235,-123.078415
MT AIRY JUNCTION BOUTIQUE,13831 MT AIRY ROAD,,NEW FREEDOM,PA,17349,USA,,717-235-0794,,39.78316,-76.664744
MTN GRL WYOMING,1291 SHERIDAN AVE.,,CODY,WY,82414,USA,,,,44.526281,-109.062285
MULDOON'S MEN'S WEAR,1506 S HASTINGS WAY,,EAU CLAIRE,WI,54701,USA,,715-832-3502,,44.802634,-91.470111
MUSCADE P.A.P.,1380 FLEURY EST,,MONTREAL,QC,H2C 1R5,CANADA,,,,45.560769,-73.657354
NANCY'S CLOSET,3480 MCNICOLL AVE UNIT# 11B,,SCARBOROUGH,ON,M1V 5A7,CANADA,,,,43.823211,-79.25304
NARCISSUS,1408 TIMBERLANE RD,,TALLAHASSEE,FL,32312,USA,,850-668-4807,,30.505061,-84.254625
NARCISSUS GAINESVILLE,2851 SW 35TH DRIVE ,SUITE 40,GAINESVILLE,FL,32608,USA,,,,29.626471,-82.375604
NARNIA,3236 YONGE STREET,,TORONTO,ON,M4N 2L4,CANADA,,,,43.728685,-79.402983
NATIVE SUN,20 PLEASANT ST. ,,NEWBURYPORT,MA,1950,USA,,978-572-1518,,42.810523,-70.871166
NATURAL CLOTHIERS  NORSK,605 MAIN ST ,#203,PARK CITY,UT,84060,USA,,,,40.645775,-111.497263
NATURAL REMEDIES,165 LARKFIELD RD,E,EAST NORTHPORT,NY,11731,USA,,,,40.878311,-73.324792
NAUTI PEARL,18 STATE ST,,NEWBURYPORT,MA,1950,USA,https://nautipearl.com/,978-572-1518,,42.810757,-70.870047
NEAR + NORTH,1733 PINE CONE ROAD SOUTH, #900,SARTELL,MN,56377,USA,,,,45.644858,-94.22231
NEECEES,1027 SHILOH CROSSING BLVD,SUITE 1,BILLINGS,MT,59102,USA,,,,45.749998,-108.613524
NEIGHBORLY,679 EAST MAIN STREET STE.B,,BLUE RIDGE,GA,30513,USA,,,,34.865766,-84.323817
NEIGHBORLY,94 HEIGHTS OVERLOOK,,CHERRY LOG,GA,30522,USA,,706-946-5664,,34.862708,-84.419036
NEPTUNE MOUNTAINEERING,633 S BROADWAY,UNIT A,BOULDER,CO,80305,USA,,303-499-8866,,39.984065,-105.249752
NEW LAUNDRY,127 N WASHINGTON AVE,,SCRANTON,PA,18503,USA,,570-344-5155,,41.407087,-75.664898
NEWPORT DRY GOODS,4066 E. HARBOR RD.,,PORT CLINTON,OH,43452,USA,,,,41.523269,-82.854602
NIC & ZOE,503 W LANCASTER AVE.,,WAYNE,PA,19087,USA,,,,40.045862,-75.401787
NIC & ZOE,73 PALMER SQUARE W,,PRINCETON,NJ,8542,USA,,,,40.349966,-74.661591
NIC & ZOE,597 NJ-35,,SHREWSBURY,NJ,7702,USA,,,,40.33245,-74.062699
NICK'S MENSWEAR ,7014 E CAMELBACK RD,,SCOTTSDALE,AZ,85251,USA,,,,33.503687,-111.928407
NORDSTROM ,500 PINE STREET,,SEATTLE,WA,98101,USA,,(206) 628-2111,,47.612103,-122.336224
NORDSTROM ,100 BELLEVUE SQUARE,,BELLEVUE,WA,98004,USA,,(425) 455-5800,,47.61526,-122.205056
NORDSTROM ,100 SOUTHCENTER MALL,,TUKWILA,WA,98188,USA,,(206) 246-0400,,47.459591,-122.260745
NORDSTROM ,4502 S. STEELE ST.,,TACOMA,WA,98409,USA,,(253) 425-3630,,47.215625,-122.469729
NORDSTROM ,828 W. MAIN AVE.,,SPOKANE,WA,99201-0904,USA,,(509) 455-6111,,47.659325,-117.424736
NORDSTROM ,3200 184TH ST. SW,,LYNNWOOD,WA,98037-4735,USA,,(425) 771-5755,,47.831225,-122.273895
NORDSTROM ,701 SW BROADWAY,,PORTLAND,OR,97205,USA,,(503) 224-6666,,45.51915,-122.680312
NORDSTROM ,9700 SW WASHINGTON SQ. RD. ,,TIGARD,OR,97223-4453,USA,,(503) 620-0555,,45.449169,-122.782013
NORDSTROM ,6191 S. STATE STREET, STE. 200,MURRAY,UT,84107,USA,,(801) 261-4402,,40.637082,-111.885096
NORDSTROM ,8465 PARK MEADOWS CENTER DR.,,LONE TREE,CO,80124,USA,,(303) 799-3400,,39.56121,-104.874764
NORDSTROM ,2810 E. FIRST AVENUE,,DENVER,CO,80206,USA,,(720) 746-2424,,39.717529,-104.955708
NORDSTROM ,55 E. GRAND AVENUE,,CHICAGO,IL,60611,USA,,(312) 464-1515,,41.89147,-87.626041
NORDSTROM ,10 OAKBROOK CENTER,,OAK BROOK,IL,60523,USA,,(630) 571-2121,,41.85254,-87.950956
NORDSTROM ,1000 NW COURT,,BLOOMINGTON,MN,55425,USA,,(952) 883-2121,,44.842664,-93.236286
NORDSTROM ,4937 OLD ORCHARD CENTER,,SKOKIE,IL,60077,USA,,(847) 677-2121,,42.056215,-87.749813
NORDSTROM ,6 WOODFIELD SHOPPING CENTER,,SCHAUMBERG,IL,60173,USA,,(847) 605-2121,,42.047408,-88.037691
NORDSTROM ,26200 CEDAR ROAD,,BEACHWOOD,OH,44122,USA,,(216) 378-2121,,41.501064,-81.4947
NORDSTROM ,2850 W. BIG BEAVER RD.,,TROY,MI,48084,USA,,(248) 816-5100,,42.562815,-83.185871
NORDSTROM ,11143 W. 95TH ST.,,OVERLAND PARK,KS,66214-1824,USA,,(913) 928-2495,,38.952025,-94.718467
NORDSTROM ,47 W. COUNTY CTR.,,DES PERES,MO,63131-3701,USA,,(314) 255-2020,,38.600849,-90.447916
NORDSTROM ,4000 WORTH AVE.,,COLUMBUS,OH,43219-6119,USA,,(614) 416-7111,,40.0545,-82.915113
NORDSTROM ,27640 NOVI RD.,,NOVI,MI,48377-3420,USA,,(248) 504-5700,,42.49179,-83.467393
NORDSTROM ,1000 ROSS PARK MALL DR.,STE 29,PITTSBURGH,PA,15237-3837,USA,,(412) 548-4295,,40.542901,-80.008472
NORDSTROM ,8702 KEYSTONE CROSSING,,INDIANAPOLIS,IN,46240,USA,,(317) 810-9809,,39.914346,-86.108972
NORDSTROM ,7801 MONTGOMERY RD.,,CINCINNATI,OH,45236-4302,USA,,(513) 699-4195,,39.200201,-84.379577
NORDSTROM ,1453 ST. LOUIS GALLERIA,,ST. LOUIS,MO,63117-1112,USA,,(314) 884-4900,,38.634777,-90.347291
NORDSTROM ,2424 MAYFAIR RD.,,WAUWATOSA,WI,53226-1410,USA,,(414) 203-6900,,43.063019,-88.043275
NORDSTROM ,12441 WAYZATA BLVD.,,MINNETONKA,MN,55305-1925,USA,,(651) 900-6800,,44.968556,-93.435211
NORDSTROM ,3333 BRISTOL STREET,,COSTA MESA,CA,92626,USA,,(714) 549-8300,,33.68958,-117.890051
NORDSTROM ,500 BREA MALL WAY,,BREA,CA,92821,USA,,(714) 529-0123,,33.914958,-117.888797
NORDSTROM ,300 LOS CERRITOS CENTER,,CERRITOS,CA,90703,USA,,(562) 924-0940,,33.862884,-118.09349
NORDSTROM ,3601 TYLER ST.,,RIVERSIDE,CA,92503-4136,USA,,(951) 351-3190,,33.909455,-117.458345
NORDSTROM ,100 THE SHOPES AT MISSION VIEJO ,,MISSION VIEJO,CA,92691-6502,USA,,(949) 347-2710,,33.605527,-117.667923
NORDSTROM ,800 SPECTRUM CENTER DR.,,IRVINE,CA,92618-4959,USA,,(949) 255-2895,,33.648626,-117.742779
NORDSTROM ,901 NEWPORT CENTER DRIVE,,NEWPORT BEACH,CA,92660,USA,,(949) 610-0700,,33.616042,-117.877643
NORDSTROM ,102 CARUSO AVENUE,,GLENDALE,CA,91210-1563,USA,,(818) 502-9922,,34.143569,-118.255802
NORDSTROM ,21725 VICTORY BLVD.,,CANOGA PARK,CA,91303-2604,USA,,(818) 592-4795,,34.187829,-118.602473
NORDSTROM ,21500 HAWTHORNE BLVD.,,TORRANCE,CA,90503,USA,,(310) 542-9440,,33.833307,-118.352475
NORDSTROM ,400 S. BALDWIN AVE., STE. 200,ARCADIA,CA,91007-1998,USA,,(626) 294-2695,,34.135231,-118.051885
NORDSTROM ,346 W. HILLCREST DR.,,THOUSAND OAKS,CA,91360-4216,USA,,(805) 418-4555,,34.183711,-118.888816
NORDSTROM ,6997 FRIARS ROAD,,SAN DIEGO,CA,92108,USA,,(619) 295-4441,,32.768716,-117.168548
NORDSTROM ,4401 LA JOLLA DRIVE,,SAN DIEGO,CA,92122,USA,,(858) 457-4575,,32.872315,-117.211542
NORDSTROM ,270 E. VIA RANCHO PARKWAY,,ESCONDIDO,CA,92025,USA,,(760) 740-0170,,33.070929,-117.064294
NORDSTROM ,7055 E. CAMELBACK RD.,,SCOTTSDALE,AZ,85251,USA,,(480) 946-4111,,33.501433,-111.929554
NORDSTROM ,3199 W. CHANDLER BL.,,CHANDLER,AZ,85226-5063,USA,,(480) 855-2695,,33.30304,-111.900949
NORDSTROM ,10250 SANTA MONICA BL.,,LOS ANGELES,CA,90067-6501,USA,,(424) 204-1177,,34.059485,-118.420449
NORDSTROM ,3200 LAS VEGAS BL. ,SUITE 710,LAS VEGAS,NV,89109-2675,USA,,(702) 862-2545,,36.13053,-115.18014
NORDSTROM ,130 HILLSDALE MALL,,SAN MATEO,CA,94403-3409,USA,,(650) 571-6475,,37.534216,-122.302578
NORDSTROM ,1200 BROADWAY PLAZA,,WALNUT CREEK,CA,94596,USA,,(925) 930-7959,,37.896994,-122.058556
NORDSTROM ,550 STANFORD SHOPPING CTR.,,PALO ALTO,CA,94304-1421,USA,,(650) 688-2589,,37.43926,-122.174094
NORDSTROM ,1870 REDWOOD HIGHWAY,,CORTE MADERA,CA,94925,USA,,(415) 927-1690,,37.930962,-122.514439
NORDSTROM ,2400 FOREST AVENUE,,SAN JOSE,CA,95158,USA,,(408) 248-2180,,37.326264,-121.948414
NORDSTROM ,285 WINSTON DR.,,SAN FRANCISCO,CA,94132-1921,USA,,(415) 753-5598,,37.72653,-122.477538
NORDSTROM ,865 MARKET STREET,,SAN FRANCISCO,CA,94103,USA,,(415) 243-8500,,37.783947,-122.407158
NORDSTROM ,1131 GALLERIA BLVD.,,ROSEVILLE,CA,95678,USA,,(916) 780-7300,,38.772051,-121.268978
NORDSTROM ,501 GARDEN STATE PLAZA,,PARAMUS,NJ,07652-2410,USA,,(732) 603-4595,,40.918572,-74.083327
NORDSTROM ,55 PARSONAGE RD.,UNIT 449,EDISON,NJ,08837-2496,USA,,(732) 603-4595,,40.547078,-74.33254
NORDSTROM ,3710 US HIGHWAY 9,,FREEHOLD,NJ,7728,USA,,(732) 308-1117,,40.253276,-74.30012
NORDSTROM ,135 WESTCHESTER AVENUE,,WHITE PLAINS,NY,10601,USA,,(914) 946-1212,,41.032169,-73.759026
NORDSTROM ,630 OLD COUNTRY RD.,,GARDEN CITY,NY,11530,USA,,(516) 746-0011,,40.739672,-73.613543
NORDSTROM ,100 N. WATER ST.,SUITE A,NORWALK,CT,O6854,USA,,(203) 642-2634,,41.097092,-73.414801
NORDSTROM ,1200 MORRIS TPKE,STE. 1007,SHORT HILLS,NJ,07078-2746,USA,,(973) 467-6455,,40.739596,-74.36529
NORDSTROM ,290 SPEEN ST.,,NATICK,MA,01760-1518,USA,,(508) 318-2600,,42.302541,-71.382698
NORDSTROM ,250 GRANITE ST.,STE. 227,BRAINTREE,MA,02184-2816,USA,,(781) 519-7200,,42.218986,-71.023476
NORDSTROM ,75 MIDDLESEX TPKE,,BURLINGTON,MA,01803-5389,USA,,(781) 345-7895,,42.481349,-71.214304
NORDSTROM ,210 ANDOVER ST.,,PEABODY,MA,01960-1647,USA,,(978) 278-7495,,42.540544,-70.947686
NORDSTROM ,8075 TYSONS CORNER CENTER,,MCLEAN,VA,22102,USA,,(703) 761-1121,,38.916187,-77.222986
NORDSTROM ,1400 S. HAYES ST.,,ARLINGTON,VA,22202-5003,USA,,(703) 414-7120,,38.862137,-77.060456
NORDSTROM ,700 FAIRMOUNT AVE.,,TOWSON,MD,21286-2821,USA,,(410) 821-4095,,39.403697,-76.597401
NORDSTROM ,7111 DEMOCRACY BL.,,BETHESDA,MD,20817-1007,USA,,(571) 434-4075,,39.02284,-77.145145
NORDSTROM ,190 N. GULPH RD.,,KING OF PRUSSIA,PA,19406,USA,,(610) 265-6111,,40.086551,-75.392334
NORDSTROM ,10300 LITTLE PATUXENT PKWY,STE 1,COLUMBIA,MD,21044-3358,USA,,(410) 772-5033,,39.215779,-76.860099
NORDSTROM ,2000 ROUTE 38,STE 100,CHERRY HILL,NJ,08002-2100,USA,,(856) 773-5588,,39.938666,-75.029093
NORDSTROM ,100 CHRISTIANA MALL,,NEWARK,DE,19702-3202,USA,,(302) 613-6000,,39.680507,-75.652961
NORDSTROM ,1450 ALA MOANA BLVD.,STE. 2950,HONOLULU,HI,96814,USA,,(808) 953-6100,,21.291154,-157.84389
NORDSTROM ,5220 ALPHA ROAD,,DALLAS,TX,75240-4316,USA,,(972) 455-2498,,32.932752,-96.821722
NORDSTROM ,1101 MELBOURNE RD. ,STE. 4000,HURST,TX,76053-6204,USA,,(817) 590-2599,,32.830761,-97.198721
NORDSTROM ,8687 N. CENTRAL EXPY.,STE. 2000,DALLAS,TX,75225,USA,,(972) 702-0055,,32.86881,-96.773557
NORDSTROM ,5192 HILDAGO ST.,,HOUSTON,TX,77056-6404,USA,,(832) 201-2795,,29.748202,-95.468948
NORDSTROM ,2901 S. CAPITAL OF TEXAS HIGHWAY,,AUSTIN,TX,78746,USA,,(512) 691-3500,,30.256216,-97.810685
NORDSTROM ,15900 LA CANTERA PARKWAY,,SAN ANTONIO,TX,78256,USA,,(210) 332-1900,,29.593404,-98.618436
NORDSTROM ,3111 PALM WAY,,AUSTIN,TX,78758-7887,USA,,(512) 605-4900,,30.4025,-97.720511
NORDSTROM ,1201 LAKE WOODLANDS DR.,STE. 300,THE WOODLANDS,TX,77380,USA,,(832) 562-4880,,30.163405,-95.457494
NORDSTROM ,4400 SHARON RD.,,CHARLOTTE,NC,28211,USA,,(704) 442-6000,,35.152224,-80.832324
NORDSTROM ,6910 FAYETTEVILLE RD. ,STE. 500,DURHAM,NC,27713-8271,USA,,(919) 572-5275,,35.904136,-78.941764
NORDSTROM ,2130 ABBOTT MARTIN RD.,,NASHVILLE,TN,37215-2607,USA,,(615) 850-6700,,36.106313,-86.816223
NORDSTROM ,4390 ASHFORD DUNWOODY RD. NE,,ATLANTA,GA,30346,USA,,(770) 394-1141,,33.922426,-84.338664
NORDSTROM ,5820 GLADES ROAD,,BOCA RATON,FL,33431,USA,,(561) 620-5555,,26.368549,-80.136073
NORDSTROM ,4310 PONCE DE LEON BL.,,CORAL GABLES,FL,33146-1829,USA,,(786) 999-7195,,25.731678,-80.258896
NORDSTROM ,2223 N. WESTSHORT BLVD.,,TAMPA,FL,33607,USA,,(813) 875-4400,,27.96314,-82.518484
NORDSTROM ,3500 PEACHTREE RD. NE,,ATLANTA,GA,30326-1222,USA,,(404) 442-3095,,33.853799,-84.363185
NORDSTROM ,19507 BISCAYNE BL.,,AVENTURA,FL,33180-2314,USA,,(305) 356-6895,,25.95728,-80.145264
NORDSTROM ,4835 TOWN CROSSING DR.,,JACKSONVILLE,FL,32246-8577,USA,,(904) 672-2200,,30.253561,-81.526692
NORTHERN ROOTS BOUTIQUE,2550 S. COLUMBIA RD.,SUITE H,GRAND FORKS,ND,58201,USA,,701-757-4277,,47.894767,-97.067933
OAKRIDGE FASHION INC.,14800 YONGE STREET,,AURORA,ON,L4G 1N3,CANADA,,,,43.987842,-79.466911
OAKVILLE HOSPITAL,3001 HOSPITAL GATE,,OAKVILLE,ON,L6M 0L8,CANADA,,,,43.449516,-79.763514
OCEANIA IMPORTS,204 CAPITOLA AVENUE,,CAPITOLA,CA,95010,USA,,831-476-6644,,36.973113,-121.951325
ODYSSEY BOUTIQUE,1154 HAMBURG TURNPIKE A,,WAYNE,NJ,7470,USA,,973-696-6595,,40.960472,-74.240463
OFF THE HANGER,55 W. 10TH ST. ,,TRACY,CA,95376,USA,,,,37.738831,-121.427569
OLIVE & IRON,108 N HIGGINS AVE,,MISSOULA,MT,59802,USA,,406-541-4766,,46.870447,-113.99478
OLIVE & KAY,28 DAVISON DRIVE  UNIT 100,,BRIDGEWATER,NS,B4V 3T2,CANADA,,,,44.379732,-64.515733
OLIVE YOU BOUTIQUE,118 MERIDIAN WAY SUITE I,,RICHMOND,KY,40475,USA,,859-625-1328,,37.734676,-84.335281
OLIVIA'S,310 COURT ST. NE,,SALEM,OR,97301,USA,,,,44.941283,-123.039765
OPAL ROSE,4067 WASHINGTON RD.,,MCMURRAY,PA,15317,USA,,,,40.265746,-80.127799
ORCHID HEART BOUTIQUE,5121 MAIN ST.,SUITE 2,DOWNERS GROVE,IL,60515,USA,,,,41.794343,-88.009978
OUT OF THE BLUE,22-455 BOWEN TRUNK RD.,,BOWEN ISLAND,BC,V0N 1G0,CANADA,,,,49.441558,-123.345035
PACKER'S FASHION,409 MAIN STREET,,SELKIRK,MB,R1A 1V2,CANADA,,,,50.145131,-96.87257
PAISLEY BOUTIQUE,#23 - 312  5 TH AVENUE WEST,,COCHRANE,AB,T4C 2E3,CANADA,,,,51.189511,-114.475596
PALACE CLOTHIERS,309 MAIN ST,,CEDAR FALLS,IA,50613,USA,,319-260-2202,,42.535583,-92.445919
PAMELA'S,3836 MAIN ST,,JORDAN STATION,ON,L0R 1S0,CANADA,,,,43.1492,-79.370303
PANACHE APPAREL & ACCESSORIES INC.,9364 THREE RIVERS RD. STE A,,GULFPORT,MS,39503,USA,,228-822-0120,,30.427135,-89.084123
PARKWAY GARDENS MAGNOLIA'S,1201 OXFORD ST. WEST,,LONDON,ON,N6H 5E1,CANADA,,,,42.97553,-81.322512
PARPAR,649 ST CLAIR AVENUE EST,,TORONTO,ON,M6C 1A7,CANADA,,,,43.68176,-79.424373
PARTS UNKNOWM CAMBRIA,4210 BRIDGE ST ,#1,CAMBRIA,CA,93428,USA,,,,35.564622,-121.081451
PARTS UNKNOWN CARMEL,208 OCEAN AVE,#208,CARMEL-BY-THE-SEA,CA,93921,USA,,,,36.598321,-121.880453
PARTS UNKNOWN DURANGO,777 MAIN AVE,,DURANGO,CO,81301,USA,,,,37.272085,-107.881352
PARTS UNKNOWN EUREKA SPRINGS,26 SOUTH MAIN STREET,,EUREKA SPRINGS,AR,72632,USA,,,,36.401302,-93.737759
PARTS UNKNOWN FORT WORTH,410 HOUSTON STREET,,FORT WORTH,TX,76102,USA,,682-312-8292,,32.754226,-97.33229
PARTS UNKNOWN FREDERICKSBURG,146 EAST MAIN STREET,,FREDERICKSBURG,TX,78624,USA,,830-997-2055,,30.274321,-98.870899
PARTS UNKNOWN RUIDOSO,2316 SUDDERTH DR,,RUIDOSO,NM,88345,USA,,,,33.331281,-105.669264
PARTS UNKNOWN SANTA FE,123 W SAN FRANCISCO ST. ,,SANTA FE,NM,87501,USA,,,,35.687562,-105.940044
PARTS UNKNOWN SOLVANG,1662 COPENHAGEN DRIVE,,SOLVANG,CA,93463,USA,,805-686-9000,,34.594803,-120.139633
PATCHOULI'S,503 CHEBUCTO STREET,,BADDECK,NS,B0E 1B0,CANADA,,,,46.100677,-60.750465
PB AND J,110 N SANTA FE AVE,#2616,SALINA,KS,67401,USA,,,,38.841072,-97.608726
PEAK HEALTH & WELLNESS,5000 BLUE MOUNTAIN RD,,MISSOULA,MT,59804,USA,,406-251-3344,,46.82487,-114.078529
PEARL RIVER RESORT,13541 HIGHWAY 16 WEST,,CHOCTAW,MS,39350,USA,,601-663-1310,,32.782134,-89.257406
PEARLS OF GRACE BOUTIQUE & GIFTS,1112 N  BRINDLEE MOUNTAIN PKWY,,ARAB,AL,35016,USA,,256-506-8209,,34.33339,-86.503091
PENCIE AND GINGER,1455 FIRST ST,SUITE 2,ESCALON,CA,95320,USA,,,,37.793964,-120.99438
PENNER'S,311 W COMMERCE ST,,SAN ANTONIO,TX,78205,USA,,210-226-2487,,29.425333,-98.496
PERREFITTE HOME & GIFTS,117 S 4TH ST,,CHICKASHA,OK,73018,USA,,405-320-0354,,35.050952,-97.936737
PHIA,1 BROCK STREET ,SUITE 1,COHESSET,MA,2025,USA,,,,42.239819,-70.800742
PHITCETERA,"1201 LARRY UTECK BLVD, UNIT 106",,BEDFORD,NS,B4B 0S9,CANADA,,,,44.701691,-63.701428
PINK MAGNOLIA BOUTIQUE,3021 VILLAGE MARKET PLACE,,MORRISVILLE,NC,27560,USA,,919-561-1769,,35.807466,-78.818206
PINK ORCHID SALON & BOUTIQUE,1510 S HASTINGS WAY,,EAU CLAIRE,WI,54701,USA,,715-579-0270,,44.802475,-91.470066
PINK STABLE,1032 BROAD ST,,CAMDEN,SC,29020,USA,,,,34.245247,-80.606814
PIPER AND ALLY,5325 CORDOVA BAY RD,,VICTORIA,BC,V8Y 2L3,CANADA,,,,48.5295,-123.3726
PIPPA & PRUE,312 DUNDAS ST E#1,,WATERDOWN,ON,L0R 2H0,CANADA,,,,43.333498,-79.892442
PISTACHIO BOUTIQUE,16081 24TH AVE,UNIT Vl2,SURREY,BC,V3S 9H7,CANADA,,,,49.046344,-122.776681
POOH'S PLACE,131 DOUGLASAVE,,BEAVER,OK,73932,USA,,405-226-9769,,36.834113,-100.51773
POPE'S CLOTHIERS,748 AZALEA DRIVE,,SHREVEPORT,LA,71106,USA,,318-768-1804,,32.458457,-93.744909
POPLAR & BIRCH,213 MATHESON ST. S.,,KENORA,ON,P9N 1V1,CANADA,,,,49.770485,-94.485395
POPPY - SOPHIA BOUTIQUE,911 EMBARCADERO,,MORRO BAY,CA,93442,USA,,805-771-9750,,35.367126,-120.853898
PORT SANDFIELD MARINA,1327 PENINSULA ROAD,,PORT SANDFIELD,ON,P0B 1J0,CANADA,,,,45.116256,-79.622528
POSH,2016 QUEEN STREET WEST,,TORONTO,ON,M4L 1J3,CANADA,,,,43.670455,-79.299181
POSH NORTH BOUTIQUE,2480 W HAPPY VALLEY RD. ,,PHOENIX,AZ,85085,USA,,602-369-0203,,33.713038,-112.112812
POSH PINEAPPLE,330 CANAL ST. ,,NEW SMYRNA BEACH,FL,32168,USA,,,,29.024257,-80.924021
PRAGAI COUTURE,91A RUE STE-ANNE,,STE-ANNE-DE-BELLEVUE,QC,H9X 1L9,CANADA,,,,45.417426,-73.915364
PRIMITIVE CREEK,65 MAIN ST,,SEAFORTH,ON,N0K 1W0,CANADA,,,,43.551851,-81.394873
PROMENADE GREENE,1334 GREENE AVENUE,,WESTMOUNT,QC,H3Z 2B1,CANADA,,,,45.487151,-73.590703
PROMENADES COP COPINE,40 PLACE DU COMMERCE,,VERDUN,QC,H3E 1J6,CANADA,,,,45.466744,-73.54333
PURPLE POPPY,5800 MERLE HAY RD,SUITE #5,JOHNSTON,IA,50131,USA,,515-975-4833,,41.666295,-93.698984
QUEEN FASHION,100 - 4TH AVENUE,,ST.CATHERINES,ON,L2S 3P3,CANADA,,,,43.1552,-79.263657
